Gewinde,Nenndurchmesser D,Steigung P,Gewindetyp,Reihe,Flankendurchmesser d2 = D2,Kerndurchmesser d3,Spannungsquerschnitt As,Montagezugspannung Schaftschrauben µ1 = 0.08 - 10.9 (940 N/mm²),Montagezugspannung Schaftschrauben µ1 = 0.08 - 12.9 (1100 N/mm²),Montagezugspannung Schaftschrauben µ1 = 0.08 - 8.8 (640 N/mm²),Montagezugspannung Schaftschrauben µ1 = 0.08 - 8.8 (660 N/mm²),Montagezugspannung Schaftschrauben µ2 = 0.10 - 10.9 (940 N/mm²),Montagezugspannung Schaftschrauben µ2 = 0.10 - 12.9 (1100 N/mm²),Montagezugspannung Schaftschrauben µ2 = 0.10 - 8.8 (640 N/mm²),Montagezugspannung Schaftschrauben µ2 = 0.10 - 8.8 (660 N/mm²),Montagezugspannung Schaftschrauben µ3 = 0.12 - 10.9 (940 N/mm²),Montagezugspannung Schaftschrauben µ3 = 0.12 - 12.9 (1100 N/mm²),Montagezugspannung Schaftschrauben µ3 = 0.12 - 8.8 (640 N/mm²),Montagezugspannung Schaftschrauben µ3 = 0.12 - 8.8 (660 N/mm²),Montagezugspannung Schaftschrauben µ4 = 0.14 - 10.9 (940 N/mm²),Montagezugspannung Schaftschrauben µ4 = 0.14 - 12.9 (1100 N/mm²),Montagezugspannung Schaftschrauben µ4 = 0.14 - 8.8 (640 N/mm²),Montagezugspannung Schaftschrauben µ4 = 0.14 - 8.8 (660 N/mm²),Montagezugspannung Schaftschrauben µ5 = 0.16 - 10.9 (940 N/mm²),Montagezugspannung Schaftschrauben µ5 = 0.16 - 12.9 (1100 N/mm²),Montagezugspannung Schaftschrauben µ5 = 0.16 - 8.8 (640 N/mm²),Montagezugspannung Schaftschrauben µ5 = 0.16 - 8.8 (660 N/mm²),"Vorspannkraft Schaftschrauben F_sp, µ1 = 0.08 - 10.9 (940 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ1 = 0.08 - 12.9 (1100 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ1 = 0.08 - 8.8 (640 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ1 = 0.08 - 8.8 (660 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ2 = 0.10 - 10.9 (940 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ2 = 0.10 - 12.9 (1100 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ2 = 0.10 - 8.8 (640 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ2 = 0.10 - 8.8 (660 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ3 = 0.12 - 10.9 (940 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ3 = 0.12 - 12.9 (1100 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ3 = 0.12 - 8.8 (640 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ3 = 0.12 - 8.8 (660 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ4 = 0.14 - 10.9 (940 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ4 = 0.14 - 12.9 (1100 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ4 = 0.14 - 8.8 (640 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ4 = 0.14 - 8.8 (660 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ5 = 0.16 - 10.9 (940 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ5 = 0.16 - 12.9 (1100 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ5 = 0.16 - 8.8 (640 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ5 = 0.16 - 8.8 (660 N/mm²)",Montagezugspannung Dehnschrauben µ1 = 0.08 - 10.9 (940) N/mm²,Montagezugspannung Dehnschrauben µ1 = 0.08 - 12.9 (1100) N/mm²,Montagezugspannung Dehnschrauben µ1 = 0.08 - 8.8 (640) N/mm²,Montagezugspannung Dehnschrauben µ1 = 0.08 - 8.8 (660) N/mm²,Montagezugspannung Dehnschrauben µ2 = 0.10 - 10.9 (940) N/mm²,Montagezugspannung Dehnschrauben µ2 = 0.10 - 12.9 (1100) N/mm²,Montagezugspannung Dehnschrauben µ2 = 0.10 - 8.8 (640) N/mm²,Montagezugspannung Dehnschrauben µ2 = 0.10 - 8.8 (660) N/mm²,Montagezugspannung Dehnschrauben µ3 = 0.12 - 10.9 (940) N/mm²,Montagezugspannung Dehnschrauben µ3 = 0.12 - 12.9 (1100) N/mm²,Montagezugspannung Dehnschrauben µ3 = 0.12 - 8.8 (640) N/mm²,Montagezugspannung Dehnschrauben µ3 = 0.12 - 8.8 (660) N/mm²,Montagezugspannung Dehnschrauben µ4 = 0.14 - 10.9 (940) N/mm²,Montagezugspannung Dehnschrauben µ4 = 0.14 - 12.9 (1100) N/mm²,Montagezugspannung Dehnschrauben µ4 = 0.14 - 8.8 (640) N/mm²,Montagezugspannung Dehnschrauben µ4 = 0.14 - 8.8 (660) N/mm²,Montagezugspannung Dehnschrauben µ5 = 0.16 - 10.9 (940) N/mm²,Montagezugspannung Dehnschrauben µ5 = 0.16 - 12.9 (1100) N/mm²,Montagezugspannung Dehnschrauben µ5 = 0.16 - 8.8 (640) N/mm²,Montagezugspannung Dehnschrauben µ5 = 0.16 - 8.8 (660) N/mm²,"Vorspannkraft Dehnschrauben F_sp, µ1 = 0.08 - 10.9 (940) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ1 = 0.08 - 12.9 (1100) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ1 = 0.08 - 8.8 (640) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ1 = 0.08 - 8.8 (660) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ2 = 0.10 - 10.9 (940) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ2 = 0.10 - 12.9 (1100) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ2 = 0.10 - 8.8 (640) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ2 = 0.10 - 8.8 (660) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ3 = 0.12 - 10.9 (940) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ3 = 0.12 - 12.9 (1100) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ3 = 0.12 - 8.8 (640) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ3 = 0.12 - 8.8 (660) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ4 = 0.14 - 10.9 (940) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ4 = 0.14 - 12.9 (1100) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ4 = 0.14 - 8.8 (640) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ4 = 0.14 - 8.8 (660) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ5 = 0.16 - 10.9 (940) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ5 = 0.16 - 12.9 (1100) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ5 = 0.16 - 8.8 (640) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ5 = 0.16 - 8.8 (660) N/mm²"
M278.0x1.5,278.0,1.5,Feingewinde,Reihe 4,277.026,276.16,60085.856,821.8,961.6,,576.984375,809.3,947.0,,568.21875,794.8,930.0,,558.009375,778.6,911.2,,546.665625,761.2,890.8,,534.4968749999999,49378556.5,57778559.1,,34668600.0375,48627483.3,56901305.6,,34141910.034375,47756238.3,55879846.1,,33528470.971875,46782847.5,54750232.0,,32846872.059375,45737353.6,53524480.5,,32115702.3,816.2731220917742,955.2132279797357,,573.1279367878415,801.1741504576081,937.5442186206053,,562.5265311723632,783.859837152611,917.2827881573107,,550.3696728943864,764.8141182804775,894.9952447963035,,536.997146877782,744.5034742334499,871.2274698476542,,522.7364819085925,39603351.901168674,46344347.9694527,,27806608.78167162,38870790.861499384,45487095.68898865,,27292257.413393192,38030747.468930356,44504066.18704616,,26702439.7122277,37106700.98707274,43422735.197638325,,26053641.11858299,36121283.775891595,42269587.39731995,,25361752.43839197
M278.0x4.0,278.0,4.0,Feingewinde,Reihe 4,275.402,273.093,59071.124,820.2,959.8,,575.85,807.3,944.8,,566.8781250000001,792.6,927.5,,556.4625,776.2,908.3,,545.015625,758.6,887.7,,532.640625,48450135.9,56696464.8,,34016106.7125,47688118.4,55810398.0,,33486128.053125,46819772.9,54788467.5,,32870865.328125,45851006.4,53654301.9,,32194685.53125,44811354.7,52437436.8,,31463680.359375,814.1999397316325,952.7871635157402,,571.6722981094441,798.6550846850149,934.5963756952302,,560.7578254171381,780.9462583759126,913.8732810781956,,548.3239686469174,761.5640971830935,891.1920286185137,,534.7152171711083,740.9774135712674,867.1012286472279,,520.2607371883367,38630213.00051587,45205568.404859,,27123341.0429154,37892677.86668755,44342495.37591096,,26605497.225546572,37052471.795761965,43359275.5056789,,26015565.303407338,36132873.33013726,42283149.64164999,,25369889.784989998,35156125.5632912,41140146.9357663,,24684088.16145978
M278.0x2.0,278.0,2.0,Feingewinde,Reihe 4,276.701,275.546,59882.045,821.4,961.3,,576.7781249999999,808.9,946.6,,567.9093750000001,794.3,929.5,,557.6999999999999,778.1,910.6,,546.3562499999999,760.7,890.2,,534.084375,49187111.8,57564609.9,,34538653.66875,48438586.2,56684343.8,,34007574.76875,47564308.3,55660360.8,,33396216.459375,46594219.2,54528590.2,,32716929.50625,45552271.6,53306996.5,,31982064.571875,815.8667175759832,954.7376482272143,,572.8425889363286,800.678772750953,936.9645213043068,,562.1787127825841,783.2855340813188,916.610731371756,,549.9664388230536,764.1723196051678,894.2442037932815,,536.5465222759689,743.8061229517485,870.4114204754504,,522.2468522852703,39407813.48218409,46115526.415321805,,27669315.849193085,38674208.73529509,45257052.77534532,,27154231.66520719,37834084.37358496,44273928.52228027,,26564357.113368165,36910882.121434025,43193585.461252585,,25916151.276751548,35927158.60168561,42042419.640270405,,25225451.784162242
M280.0x1.5,280.0,1.5,Feingewinde,Reihe 1,279.026,278.16,60957.94,821.8,961.6,,576.984375,809.3,947.0,,568.21875,794.8,930.1,,558.009375,778.6,911.2,,546.665625,761.2,890.8,,534.4968749999999,50095235.1,58617155.1,,35171778.88125,49333260.8,57727169.2,,34637444.428125,48449370.7,56696980.0,,34015101.965625,47461852.1,55544874.9,,33323610.375,46401183.9,54301333.0,,32581828.434375,816.281784309277,955.223364617239,,573.1340187703435,801.1847171689631,937.556583921127,,562.5339503526761,783.8720942134282,917.2971315263521,,550.3782789158113,764.8278217589118,895.0112807817052,,537.0067684690231,744.518368988711,871.2448998804065,,522.7469399282438,40179484.52299545,47018545.71839893,,28211127.43103936,39436368.12965322,46148941.4283176,,27689364.856990557,38584196.392557584,45151719.18278015,,27091031.509668086,37646788.42260583,44054752.40943235,,26432851.44565941,36647105.03025708,42884910.1417902,,25730946.085074116
M280.0x8.0,280.0,8.0,Feingewinde,Reihe 1,274.804,270.185,58318.368,817.5,956.7,,573.99375,804.2,941.1,,564.609375,789.0,923.2,,553.9875000000001,772.2,903.6,,542.1281250000001,754.2,882.6,,529.546875,47675265.8,55793182.7,,33474378.7125,46899631.5,54883416.1,,32927097.328125,46013192.4,53839517.3,,32307646.903125,45033443.8,52696477.3,,31616027.540625,43983713.1,51471791.6,,30882309.5625,810.7122572212529,948.7058329184874,,569.2234997510925,794.4585658076913,929.6855557324047,,557.8113334394428,776.1276708347275,908.2345084236173,,544.9407050541704,756.2197002596728,884.937947112383,,530.9627682674299,735.2059531776586,860.347392016409,,516.2084352098453,37649924.3797355,44058422.146498986,,26435053.287899394,36895093.985645205,43175109.98320183,,25905065.9899211,36043797.112559184,42178911.51469692,,25307346.90881815,35119259.97866427,41097006.35801138,,24658203.814806834,34143369.9738869,39955007.41625063,,23973004.449750375
M280.0x2.0,280.0,2.0,Feingewinde,Reihe 1,278.701,277.546,60752.654,821.5,961.3,,576.7781249999999,808.9,946.6,,567.9093750000001,794.3,929.5,,557.6999999999999,778.2,910.6,,546.3562499999999,760.7,890.2,,534.084375,49908305.3,58401526.3,,35040801.88125,49142821.8,57508462.3,,34502001.80625,48255833.1,56469591.9,,33881755.153125,47277715.3,55321366.7,,33192592.228125,46214543.9,54082012.6,,32447043.234375,815.8783847720734,954.7513013290221,,572.8507807974132,800.6929830906034,936.9811504251743,,562.1886902551046,783.3019988900614,916.6299987011357,,549.9779992206815,764.190711031378,894.2657256750167,,536.55943540501,743.826098819096,870.4347964904315,,522.2608778942589,39982530.11016174,46788067.150189266,,28072840.290113557,39238361.872227736,45917231.97813884,,27550339.186883304,38386107.95495087,44919913.56430421,,26951948.138582528,37449549.69269559,43823941.129750155,,26294364.677850094,36451571.64087259,42656094.47336154,,25593656.684016924
M280.0x6.0,280.0,6.0,Feingewinde,Reihe 1,276.103,272.639,59124.338,818.9,958.3,,574.921875,805.8,943.0,,565.74375,790.8,925.4,,555.225,774.2,906.0,,543.571875,756.4,885.2,,531.09375,48416920.4,56658853.1,,33991875.225,47642391.6,55754250.7,,33449224.66875,46755526.5,54713662.4,,32827310.5875,45774062.5,53566650.2,,32138327.30625,44721649.3,52336864.0,,31400566.415625,812.5027919321544,950.8011394950744,,570.4806836970446,796.6068504209369,932.1995058117346,,559.3197034870408,778.5891176158021,911.1149248695557,,546.6689549217334,758.9451149871243,888.1272622189751,,532.8763573313851,738.1450782281684,863.7867936712609,,518.2720762027566,38421624.43651429,44961475.40443161,,26976885.242658965,37669937.30279205,44081841.52454389,,26449104.91472633,36817914.922179535,43084794.057869665,,25850876.434721798,35888989.50933986,41997753.68114239,,25198652.20868543,34905397.56534439,40846741.83178599,,24508045.099071596
M280.0x3.0,280.0,3.0,Feingewinde,Reihe 1,278.051,276.319,60343.338,820.8,960.5,,576.365625,808.1,945.7,,567.3937500000001,793.5,928.5,,557.0812500000001,777.2,909.5,,545.7375000000001,759.7,889.0,,533.3625000000001,49529811.8,57959776.1,,34779825.7125,48763451.4,57066694.7,,34238432.86875,47882438.7,56028789.3,,33616142.175,46898842.3,54882265.9,,32931622.453125,45842833.9,53645227.5,,32184873.6,815.0595568891215,953.7930984872697,,572.2758590923619,799.6972162525776,935.8158913593993,,561.4895348156396,782.1495763520021,915.2814191353216,,549.168851481193,762.9045978711206,892.7606996364177,,535.6564197818506,742.4302099066242,868.8013094651985,,521.2807856791192,39590021.83938442,46328748.96098177,,27797249.376589064,38843824.34232523,45455539.123997614,,27273323.474398565,37991479.94488638,44458114.82912236,,26674868.897473417,37056690.44157131,43364212.218860045,,26018527.331316024,36062184.62931358,42200428.82153717,,25320257.292922303
M280.0x4.0,280.0,4.0,Feingewinde,Reihe 1,277.402,275.093,59935.84,820.2,959.8,,575.85,807.4,944.8,,566.8781250000001,792.6,927.5,,556.4625,776.2,908.3,,545.015625,758.6,887.7,,532.640625,49159376.0,57526419.2,,34514053.509375,48392197.2,56627381.6,,33976316.55,47505146.8,55590491.6,,33352047.403125,46522199.0,54439723.5,,32665969.25625,45467328.2,53205045.2,,31924263.31875,814.224226609722,952.8155843305257,,571.6893505983154,798.6844840165102,934.6307791682566,,560.778467500954,780.9801672243885,913.912961645561,,548.3477769873366,761.6018389059383,891.2361944643959,,534.7417166786375,741.0182880982685,867.1490605405269,,520.2894363243162,39199271.82821715,45871488.30961581,,27522892.985769488,38451140.57131731,44996015.562179826,,26997609.337307896,37598800.01967723,43998595.76770739,,26399157.460624438,36665867.37716146,42906866.079657026,,25744119.647794217,35674911.59749941,41747236.97579718,,25048342.185478307
M282.0x1.5,282.0,1.5,Feingewinde,Reihe 4,281.026,280.16,61836.307,821.8,961.6,,576.984375,809.3,947.0,,568.21875,794.8,930.1,,558.009375,778.7,911.2,,546.665625,761.2,890.8,,534.4968749999999,50817077.1,59461792.8,,35678582.98125,50044123.3,58558982.7,,35136549.112500004,49147496.8,57513949.1,,34505239.003125,48151932.3,56345242.9,,33803783.371875,47069796.9,55083782.3,,33051312.834375,816.2903218181102,955.2333553190651,,573.1400131914392,801.1951321003676,937.568771606813,,562.5412629640879,783.8841755103667,917.311269214259,,550.3867615285554,764.8413289907734,895.0270871168624,,537.0162522701174,744.5330506650313,871.2620805654622,,522.7572483392773,40759777.54879139,47697612.02518142,,28618567.215108857,40006030.311433986,46815567.38572061,,28089340.43143237,39141643.314668335,45804050.68737785,,27482430.41242671,38190777.95795845,44691335.90824925,,26814801.544949554,37176725.86787299,43504679.207085416,,26102807.524251252
M282.0x3.0,282.0,3.0,Feingewinde,Reihe 4,280.051,278.319,61217.282,820.8,960.6,,576.365625,808.1,945.7,,567.3937500000001,793.5,928.6,,557.0812500000001,777.2,909.5,,545.7375000000001,759.7,889.0,,533.3625000000001,50247145.1,58805321.1,,35283536.990625,49469685.6,57893183.6,,34734303.24375,48575913.3,56846368.1,,34102999.940625,47578071.6,55677118.0,,33408566.4,46506769.1,54422163.7,,32651002.621875,815.0771512658484,953.8136876515248,,572.2882125909149,799.7185808922184,935.840892533447,,561.5045355200682,782.17427515314,915.3103219877171,,549.1861931926303,762.9321384572902,892.7929279819353,,535.6757567891613,742.4600805909778,868.8362645213571,,521.3017587128143,40166068.98223018,47002846.681333184,,28201708.008799914,39409216.215424486,46117167.911666945,,27670300.74700017,38544652.91185653,45105444.89685339,,27063266.938112035,37596422.44227375,43995813.496277794,,26397488.097766683,36587582.865321465,42815256.544525124,,25689153.926715076
M282.0x4.0,282.0,4.0,Feingewinde,Reihe 4,279.402,277.093,60806.838,820.2,959.8,,575.85,807.4,944.8,,566.8781250000001,792.6,927.5,,556.5656250000001,776.2,908.4,,545.015625,758.6,887.8,,532.640625,49873768.5,58362403.1,,35015617.621875,49095441.0,57450300.5,,34470066.2625,48195499.8,56398342.2,,33842995.828125,47198267.7,55236931.6,,33140676.834375,46128067.3,53984310.8,,32388192.16875,814.2481554048397,952.8435861120465,,571.7061516672279,798.7134523909739,934.6646783298631,,560.7988069979178,781.01358115501,913.9520630537351,,548.371237832241,761.6390316419245,891.2797178788477,,534.7678307273086,741.058569719088,867.1961986074434,,520.3177191644661,39772491.06460575,46542276.77773014,,27925366.066638082,39013688.19510083,45654315.972990334,,27392589.5837942,38149126.24810196,44642594.54565123,,26785556.727390736,37202763.53020691,43535148.81194425,,26121089.287166547,36197497.22103793,42358773.34376779,,25415264.006260674
M282.0x2.0,282.0,2.0,Feingewinde,Reihe 4,280.701,279.546,61629.546,821.5,961.3,,576.7781249999999,808.9,946.6,,567.9093750000001,794.4,929.6,,557.6999999999999,778.2,910.6,,546.3562499999999,760.7,890.2,,534.084375,50628672.0,59244482.6,,35546574.009375,49852139.8,58338528.2,,34999996.96875,48958511.3,57290826.0,,34370797.828125,47960112.7,56119864.6,,33671687.671875,46881595.6,54862621.8,,32915377.584375,815.8898831788837,954.7647569114596,,572.8588541468757,800.7069884686282,936.9975396973309,,562.1985238183985,783.3182267484792,916.6489887482204,,549.9893932489323,764.2088382422933,894.286938368641,,536.5721630211847,743.8457881152912,870.4578371561918,,522.2747022937151,40561407.14245756,47465476.443301395,,28479285.865980837,39806599.92319864,46582191.39948777,,27949314.83969266,38942129.53525107,45570577.11571934,,27342346.269431606,37992119.36424266,44458863.08581588,,26675317.85148953,36979784.26376867,43274215.627814405,,25964529.376688644
M285.0x4.0,285.0,4.0,Feingewinde,Reihe 4,282.402,280.093,62125.117,820.2,959.9,,575.953125,807.4,944.9,,566.8781250000001,792.7,927.6,,556.5656250000001,776.3,908.4,,545.015625,758.7,887.8,,532.640625,50955021.0,59633899.8,,35781155.23125,50159819.5,58702023.1,,35217369.825,49246580.2,57627258.5,,34576704.525,48227728.3,56434456.3,,33859159.434375,47134326.3,55154678.9,,33090361.115625,814.2833943139292,952.8848231333214,,571.7308938799929,798.7561174012915,934.7146054695963,,560.8287632817578,781.0627975170207,914.009656668854,,548.4057940013124,761.6938173076394,891.3438287642589,,534.8062972585553,741.1179083610182,867.2656374437446,,520.3593824662468,40640120.6852433,47557588.03592301,,28534552.82155381,39865168.85391625,46650729.509901986,,27990437.705941193,38982111.84889747,45617364.92956087,,27370418.957736526,38015424.20826032,44486134.711794,,26691680.827076394,36988499.886042245,43284414.7602622,,25970648.85615732
M285.0x3.0,285.0,3.0,Feingewinde,Reihe 4,283.051,281.319,62539.979,820.9,960.6,,576.365625,808.2,945.7,,567.3937500000001,793.5,928.6,,557.1843749999999,777.2,909.5,,545.7375000000001,759.7,889.0,,533.3625000000001,51339068.8,60075903.8,,36045894.121875,50544811.0,59144058.1,,35484793.1625,49625473.3,58074624.5,,34846299.159375004,48606071.7,56880110.9,,34130411.803125,47511622.0,55598041.3,,33356479.509375,815.1030661979373,953.8440136358842,,572.3064081815305,799.7500516162339,935.8777199764439,,561.5266319858664,782.2106593581594,915.35289924891,,549.211739549346,762.972710834957,892.8404062962262,,535.7042437777358,742.5040873014298,868.8877617357157,,521.3326570414293,41037940.45723675,48023121.81166004,,28813873.086996023,40264963.24199704,47118574.00659228,,28271144.403955374,39381908.61370272,46085212.20752446,,27651127.32451468,38413336.88485727,44951777.205684036,,26971066.32341042,37382804.44221951,43745834.985576026,,26247500.99134561
M285.0x6.0,285.0,6.0,Feingewinde,Reihe 4,281.103,277.639,61298.878,819.0,958.4,,575.025,805.9,943.1,,565.8468750000001,790.9,925.5,,555.328125,774.3,906.1,,543.6750000000001,756.6,885.3,,531.196875,50203781.1,58748844.7,,35248387.35,49400765.8,57810971.8,,34685778.6,48481282.6,56732111.6,,34040990.98125,47463721.2,55542913.4,,33326667.515625,46378731.1,54267896.7,,32561772.478125,812.5950944932779,950.9091531304315,,570.5454918782589,796.7179391253641,932.329503231809,,559.3977019390854,778.7166958260884,911.2642185198906,,546.7585311119344,759.0866337547388,888.2928692874603,,532.9757215724762,738.2979219556732,863.9656533523837,,518.3793920114302,39848322.12325268,46631015.250614844,,27978609.150368903,39069732.63164852,45719899.88809933,,27431939.9328596,38186981.37401769,44686893.097254746,,26812135.85835285,37224355.532415286,43560416.04857108,,26136249.629142646,36204911.42069171,42367449.53485201,,25420469.72091121
M285.0x2.0,285.0,2.0,Feingewinde,Reihe 4,283.701,282.546,62956.666,821.5,961.3,,576.7781249999999,808.9,946.6,,567.9093750000001,794.4,929.6,,557.6999999999999,778.2,910.7,,546.3562499999999,760.7,890.2,,534.1875,51718901.1,60520243.0,,36312027.778125,50925647.1,59594780.0,,35753680.875,50012775.5,58524516.7,,35110932.65625,48992877.5,57334635.7,,34396767.9,47891135.8,56044024.1,,33630664.03125,815.9068222341172,954.784579210137,,572.8707475260823,800.7276218277524,937.0216851175826,,562.2130110705496,783.3421353228558,916.6769668671717,,550.006180120303,764.2355459761858,894.3181920997919,,536.5909152598751,743.8747980838566,870.4917849917471,,522.2950709950483,41437523.448969916,48490718.92964564,,29094431.357787386,40666616.21344385,47588593.441264085,,28553156.06475845,39783658.15366717,46555344.64790838,,27933206.78874503,38813290.30956143,45419807.80906125,,27251884.68543675,37779227.417530775,44209734.212004095,,26525840.52720246
M285.0x1.5,285.0,1.5,Feingewinde,Reihe 4,284.026,283.16,63165.639,821.8,961.7,,576.984375,809.3,947.0,,568.21875,794.8,930.1,,558.009375,778.7,911.2,,546.7687500000001,761.3,890.8,,534.4968749999999,51909522.1,60746395.0,,36445586.71875,51119951.6,59817860.1,,35891900.446875,50204049.9,58750360.8,,35247018.778125,49187083.1,57556530.3,,34536997.48125,48088001.0,56267951.2,,33761836.659375,816.3029000802497,955.2480745619944,,573.1488447371966,801.2104769869625,937.5867283889986,,562.5520370333992,783.9019760801856,917.3320996683024,,550.3992598009814,764.8612309995946,895.0503767016532,,537.0302260209919,744.5546835519879,871.2873956459432,,522.7724373875659,41638017.84491585,48725340.03128451,,29235204.018770702,40868182.79714187,47824469.23069794,,28694681.538418762,39985309.94497601,46791320.14837619,,28074792.089025714,39014078.69813345,45654772.944624245,,27392863.766774546,37978281.34287603,44442669.65655706,,26665601.793934233
M288.0x4.0,288.0,4.0,Feingewinde,Reihe 4,285.402,283.093,63457.534,820.3,959.9,,575.953125,807.5,944.9,,566.9812499999999,792.7,927.6,,556.5656250000001,776.3,908.5,,545.11875,758.7,887.9,,532.74375,52054215.1,60912886.9,,36548564.971875004,51241958.7,59961023.9,,35979231.956250004,50302787.2,58863208.5,,35318282.071875,49262083.6,57651169.6,,34591891.640625,48145231.0,56343944.4,,33806604.665625,814.3178707186387,952.9251678622368,,571.7551007173421,798.797864447889,934.7634583964658,,560.8580750378795,781.1109594336928,914.0660163585766,,548.4396098151459,761.747433120059,891.4065706724094,,534.8439424034457,741.1759833742142,867.3335975655698,,520.4001585393419,41517111.224836834,48583853.56097927,,29150312.136587564,40725840.580138534,47657898.551225945,,28594739.13073557,39824092.95909041,46602661.97340367,,27961597.184042197,38836864.62409301,45447394.7728748,,27268436.86372488,37788051.62628828,44220060.4137416,,26532036.248244964
M288.0x1.5,288.0,1.5,Feingewinde,Reihe 4,287.026,286.16,64509.108,821.8,961.7,,576.984375,809.3,947.0,,568.21875,794.8,930.1,,558.009375,778.7,911.2,,546.7687500000001,761.3,890.8,,534.4968749999999,53013585.0,62038409.2,,37220747.334375,52207221.1,61090125.3,,36655284.703125,51271839.0,59999921.4,,35996686.996875,50233242.4,58780699.2,,35271564.384375,49110783.9,57464713.4,,34479916.659375,816.3152124517388,955.2624826562901,,573.1574895937741,801.2254982252767,937.6043064338345,,562.5625838603007,783.9194018261525,917.352491498689,,550.4114948992134,764.8807144751738,895.0731765135013,,537.0439059081008,744.5758619817491,871.3121789148128,,522.7873073488877,42525619.04994154,49764022.292484775,,29858413.37549087,41739526.33847569,48844126.56630134,,29306475.9397808,40837972.07183358,47789116.25427333,,28673469.752563998,39846159.162863046,46628484.12675463,,27977090.476052776,38788385.88015372,45390664.32783946,,27234398.59670368
M288.0x3.0,288.0,3.0,Feingewinde,Reihe 4,286.051,284.319,63876.813,820.9,960.6,,576.365625,808.2,945.8,,567.4968749999999,793.5,928.6,,557.1843749999999,777.3,909.6,,545.7375000000001,759.7,889.1,,533.4656249999999,52436475.8,61360066.6,,36816399.2625,51625240.3,60414689.7,,36249891.76875,50686251.1,59316008.6,,35591162.165625,49651446.7,58102349.1,,34859972.19375,48527214.8,56792874.4,,34076084.00625,815.1284255141286,953.873689431427,,572.3242136588563,799.7808505335472,935.9137612626616,,561.548256757597,782.2462693682887,915.3945705373591,,549.2367423224155,763.0124220853987,892.8868769084453,,535.7321261450672,742.5471619170862,868.9381682008456,,521.3629009205073,41919172.84500118,49054351.201597124,,29432610.720958278,41129901.32872837,48130735.597448096,,28878441.358468853,40228159.817054845,47075506.16889396,,28245303.701336376,39239031.05710848,45918015.06682907,,27550809.040097445,38186575.08641612,44686417.65431673,,26811850.592590034
M288.0x2.0,288.0,2.0,Feingewinde,Reihe 4,286.701,285.546,64297.922,821.5,961.3,,576.7781249999999,808.9,946.6,,568.0124999999999,794.4,929.6,,557.803125,778.2,910.7,,546.3562499999999,760.8,890.3,,534.1875,52820742.9,61809592.4,,37085634.91875,52010589.1,60864413.0,,36522023.38125,51078269.2,59771348.3,,35865581.8125,50036642.9,58556117.6,,35129571.571875,48917859.1,57244440.0,,34347146.2125,815.923401507236,954.8039804871911,,572.8823882923147,800.7478182320925,937.0453192077678,,562.2271915246607,783.3655386866359,916.7043537822335,,550.0226122693401,764.2616903147435,894.3487865385297,,536.6092719231178,743.9031969410248,870.525017696944,,522.3150106181664,42323000.66512764,49526915.67195788,,29716149.40317473,41535823.56019214,48605750.97469292,,29163450.584815755,40634182.2695945,47550638.826121226,,28530383.295672737,39643240.98042873,46391026.67922512,,27834616.00753507,38587219.634546,45155257.01914957,,27093154.211489744
